Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Rating Category,job_state,Python_yn,Spark,AWS_yn,Average Salary
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Other,Low Rating, PA,1,0,0,120000.0
Sotheby's,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),data scientist,Other,Medium Rating, NY,1,0,0,128000.0
First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),data scientist,Other,Medium Rating, OR,1,1,1,99500.0
Amrock,"Detroit, MI","Detroit, MI",1001 to 5000 employees,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),data scientist,Other,Medium Rating, MI,1,0,0,96000.0
Vanda Pharmaceuticals,"Washington, DC","Washington, DC",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),data scientist,Other,Low Rating, DC,1,0,0,101000.0
Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,Medium Rating, CA,1,0,0,148000.0
Novetta,"Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data scientist,Senior/Principal,High Rating, VA,1,0,1,142000.0
CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,Company - Private,K-12 Education,Education,Unknown,data scientist,Senior/Principal,High Rating, CA,0,0,1,169000.0
PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),data scientist,Executive/Director,Medium Rating, AZ,1,0,0,124500.0
DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),data analyst,Other,High Rating, AL,1,0,0,59000.0
Opinion Dynamics,"San Diego, CA","Waltham, MA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),other analytics,Other,High Rating, CA,1,0,0,52500.0
Applied Information Sciences,"Houston, TX","Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),data engineer,Other,High Rating, TX,0,1,0,75500.0
Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, NY,1,0,0,139000.0
Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Entry Level,Medium Rating, MA,1,1,1,102500.0
WK Dickson,"Columbia, SC","Charlotte, NC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),other scientist,Associate,High Rating, SC,0,0,0,60500.0
The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Senior/Principal,Medium Rating, MA,1,0,0,146500.0
Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Associate,Medium Rating, CA,0,0,0,125000.0
MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data analyst,Senior/Principal,Medium Rating, MA,1,0,0,81000.0
Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,machine learning engineer,Senior/Principal,Medium Rating, IL,1,0,1,133000.0
General Dynamics Information Technology,"Washington, DC","Fairfax, VA",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),data analyst,Other,Medium Rating, DC,0,0,0,77000.0
ManTech,"Herndon, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),data engineer,Other,High Rating, VA,0,0,0,92000.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,0,0,0,121000.0
Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),data engineer,Senior/Principal,High Rating, CA,1,1,0,162500.0
Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),business intelligence,Other,Medium Rating, TX,0,0,0,60000.0
Muso,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Nonprofit Organization,Unknown,Unknown,Unknown,other,Senior/Principal,No Rating, CA,1,0,0,87500.0
SpringML,"Indianapolis, IN","Pleasanton, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Other,High Rating, IN,1,1,0,90500.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Other,Medium Rating, MA,1,0,0,114500.0
Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),data scientist,Other,Medium Rating, CA,1,1,0,121000.0
The Integer Group,"Dallas, TX","Denver, CO",501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),data scientist,Senior/Principal,Low Rating, TX,0,0,0,110000.0
Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Other,Low Rating, MA,0,0,0,91500.0
ManTech,"Portsmouth, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),data analyst,Other,High Rating, VA,0,0,0,70500.0
P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Other,Medium Rating, LA,0,0,0,70500.0
PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Other,Medium Rating, WA,1,0,0,76500.0
MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data engineer,Other,Medium Rating, MA,1,1,0,92000.0
Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),data scientist,Senior/Principal,High Rating, UT,1,0,1,140500.0
Esri,"Arlington, VA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,Medium Rating, VA,1,0,0,82000.0
Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, NY,0,0,0,84500.0
Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Senior/Principal,High Rating, MA,0,0,0,134500.0
Samba TV,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, CA,0,0,0,164500.0
SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),data analyst,Other,Medium Rating, FL,0,0,0,44000.0
ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),software engineer,Other,High Rating, MD,0,0,0,93500.0
SpringML,"Herndon, VA","Pleasanton, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Other,High Rating, VA,1,1,0,109000.0
Sumo Logic,"Austin, TX","Redwood City, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Associate,Medium Rating, TX,0,1,1,149500.0
EAB,"Washington, DC","Washington, DC",1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Associate,Medium Rating, DC,0,1,1,65500.0
Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown,data scientist,Senior/Principal,Medium Rating, NC,1,1,0,124500.0
Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data engineer,Associate,Low Rating, CA,1,1,0,114000.0
Citadel Federal Credit Union,"Exton, PA","Exton, PA",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,data analyst,Other,Medium Rating, PA,1,0,0,49000.0
Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, NY,0,0,0,84500.0
CALIBRE Systems,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),data analyst,Other,Medium Rating, VA,0,0,0,71000.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Executive/Director,Medium Rating, MA,0,0,0,101000.0
Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,Medium Rating, CA,1,1,1,107000.0
New England Biolabs,"Ipswich, MA","Ipswich, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,data scientist,Other,High Rating, MA,1,0,0,112500.0
Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),machine learning engineer,Associate,Medium Rating, CA,1,1,0,181000.0
Motorola Solutions,"Chicago, IL","Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),data analyst,Other,Medium Rating, IL,1,1,0,61000.0
Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),data engineer,Senior/Principal,High Rating, CA,1,1,1,205000.0
Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Other,Medium Rating, KY,0,0,0,103500.0
MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other analytics,Senior/Principal,Medium Rating, MA,0,0,0,63000.0
Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),other analytics,Other,Medium Rating, CT,0,0,0,62500.0
Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Other,Medium Rating, CA,1,1,1,94500.0
San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),data analyst,Other,Medium Rating, CA,0,0,0,48500.0
Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,Medium Rating, MA,1,0,0,154500.0
Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),other scientist,Other,High Rating, TX,0,0,1,44720.0
Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),machine learning engineer,Other,Medium Rating, KS,1,0,0,87000.0
Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),other scientist,Other,Low Rating, IL,0,0,0,52500.0
Guidepoint,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Other,Medium Rating, NY,1,0,1,64500.0
Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Other,Low Rating, CA,0,0,0,111500.0
Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Executive/Director,Medium Rating, MA,0,1,1,154500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Senior/Principal,Low Rating, PA,0,0,0,124000.0
Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data scientist,Senior/Principal,High Rating, IL,1,0,1,128500.0
Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, CO,0,0,0,65520.0
Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other analytics,Senior/Principal,Medium Rating, CA,0,0,0,64000.0
Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),data engineer,Senior/Principal,Medium Rating, TN,1,0,0,98000.0
Nuna,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Entry Level,High Rating, CA,0,0,0,142500.0
AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, NY,1,0,0,137000.0
Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data engineer,Other,High Rating, CO,1,0,1,99000.0
Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,software engineer,Other,Medium Rating, WI,0,0,0,54000.0
MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Senior/Principal,High Rating, MA,1,0,0,139500.0
MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data engineer,Other,Medium Rating, MD,0,0,1,109000.0
Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, IL,1,0,0,254000.0
Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Other,Low Rating, CA,0,0,0,73000.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,81000.0
Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, DE,0,0,0,57200.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Other,Medium Rating, NC,0,0,0,99500.0
National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data analyst,Associate,Medium Rating, OH,0,0,0,45500.0
Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),data engineer,Senior/Principal,High Rating, IN,1,1,1,122500.0
TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, IL,1,0,0,140000.0
MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, VA,0,0,0,77500.0
Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown,other scientist,Other,Medium Rating, MA,0,0,0,55120.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, NC,0,0,0,117500.0
Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),business intelligence,Other,Low Rating, CA,0,0,0,70500.0
HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),other analytics,Senior/Principal,High Rating, CA,0,0,0,61500.0
Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Associate,Low Rating, NY,0,0,0,70000.0
Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Senior/Principal,Low Rating, GA,0,0,0,80000.0
Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Associate,Medium Rating, MA,0,1,0,90000.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,business intelligence,Entry Level,No Rating, MA,0,0,0,120000.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,other scientist,Entry Level,Low Rating, PA,0,0,0,73500.0
Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, FL,1,0,0,91000.0
BPA Services,"Washington, DC","Alexandria, VA",Unknown,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,High Rating, DC,0,0,1,155000.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Other,Medium Rating, MA,1,1,1,129500.0
Pfizer,"New York, NY","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,High Rating, NY,0,0,1,167500.0
Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),data analyst,Other,Medium Rating, WI,0,0,1,60000.0
Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,Medium Rating, CA,1,0,0,180000.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data analyst,Associate,Medium Rating, NY,0,0,0,65000.0
Genesys,"Durham, NC","Daly City, CA",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data engineer,Senior/Principal,High Rating, NC,1,1,1,112500.0
Moda Operandi,"New York, NY","New York, NY",201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),data analyst,Senior/Principal,Very Low Rating, NY,1,0,0,87500.0
Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other engineer,Other,Medium Rating, IN,1,0,0,51500.0
QK,"Clovis, CA","Visalia, CA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),business intelligence,Associate,High Rating, CA,0,0,0,51000.0
Santander,"Boston, MA","Madrid, Spain",10000+ employees,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),data scientist,Associate,Medium Rating, MA,1,0,0,62500.0
Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Senior/Principal,Medium Rating, AZ,0,0,0,100000.0
BRMi,"Chantilly, VA","Washington, DC",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown,data engineer,Other,High Rating, VA,1,1,1,85000.0
Luminar Technologies,"Orlando, FL","Orlando, FL",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Senior/Principal,Medium Rating, FL,1,0,1,122000.0
"Emtec, Inc.","Chicago, IL","Jacksonville, FL",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),other analytics,Other,Medium Rating, IL,1,0,0,66500.0
Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 to 5000 employees,Company - Private,Lending,Finance,Unknown,other,Other,High Rating, MO,0,1,0,70500.0
Praetorian,"Austin, TX","Austin, TX",51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),data engineer,Senior/Principal,High Rating, TX,1,1,0,138500.0
PA Consulting,"Boston, MA","London, United Kingdom",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),data scientist,Senior/Principal,Medium Rating, MA,0,1,0,107500.0
Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),other scientist,Other,Medium Rating, MA,0,0,0,120500.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,81000.0
Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Other,Medium Rating, KY,0,0,0,103500.0
Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),data engineer,Senior/Principal,Medium Rating, IL,0,0,0,107500.0
Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown,data engineer,Senior/Principal,High Rating, CA,1,1,1,162000.0
Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,Medium Rating, CA,1,1,0,68500.0
Assurant,"Westlake, OH","New York, NY",10000+ employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Senior/Principal,Medium Rating, OH,0,0,0,110500.0
Caterpillar,"Peoria, IL","Deerfield, IL",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),data scientist,Associate,Medium Rating, IL,0,0,0,81000.0
Equity Residential,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),data scientist,Senior/Principal,High Rating, IL,1,1,0,130000.0
F&G,"Des Moines, IA","Des Moines, IA",201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Senior/Principal,Medium Rating, IA,1,0,0,115500.0
PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Senior/Principal,Medium Rating, WA,0,0,0,80500.0
GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),data analyst,Other,High Rating, IA,0,0,0,43000.0
Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Executive/Director,High Rating, MA,0,0,0,140000.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,other scientist,Senior/Principal,No Rating, MA,0,0,0,120000.0
AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),data analyst,Senior/Principal,Medium Rating, PA,0,0,0,66500.0
Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),data engineer,Senior/Principal,High Rating, CA,1,0,1,94500.0
PNNL,"Seattle, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Senior/Principal,Medium Rating, WA,0,0,0,119000.0
Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),machine learning engineer,Other,Medium Rating, NE,0,0,0,52000.0
FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),data analyst,Senior/Principal,Low Rating, TN,0,0,0,28080.0
Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, IL,1,0,0,194500.0
Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, TX,1,0,1,71500.0
Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,data scientist,Other,Medium Rating, TX,1,0,1,105500.0
