Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Min Salary,Max Salary,Average Salary,Python_yn,Spark,AWS_yn,Excel_yn,Tableau_yn,SQL_yn,Rating Category,job_state,same_state,Age
3.5,U.Group,"Indianapolis, IN","Arlington, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data scientist,Other,66000,111000,88500.0,0,0,1,0,0,0,Medium Rating, IN,0,4
4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data engineer,Senior/Principal,74000,140000,107000.0,0,0,0,1,0,0,High Rating, UT,0,-1
4.0,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Other,63000,110000,86500.0,1,0,1,1,0,0,High Rating, MA,0,174
4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 to 200 employees,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),data scientist,Other,63000,105000,84000.0,1,0,0,1,1,1,High Rating, KY,0,88
4.7,Systems Evolution Inc.,"New York, NY","Cincinnati, OH",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),other analytics,Other,91000,138000,114500.0,1,0,0,1,1,1,High Rating, NY,0,31
3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,100000,190000,145000.0,1,0,0,1,0,0,Medium Rating, MA,1,13
4.4,Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),data engineer,Other,62000,114000,88000.0,1,1,1,1,0,1,High Rating, TN,0,17
4.1,Centro,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),data engineer,Other,71000,129000,100000.0,1,1,1,0,0,1,High Rating, IL,1,22
2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),data analyst,Senior/Principal,43000,80000,61500.0,1,0,0,1,1,1,Low Rating, VA,1,30
2.5,comScore,"Portland, OR","Reston, VA",1001 to 5000 employees,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),data scientist,Other,74000,119000,96500.0,1,1,0,0,0,1,Low Rating, OR,0,24
4.2,SullivanCotter,"Minneapolis, MN","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,Unknown,data analyst,Other,55000,97000,76000.0,1,0,0,1,0,1,High Rating, MN,0,31
3.9,NPD,"Port Washington, NY","Port Washington, NY",1001 to 5000 employees,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),data scientist,Other,15000,16000,15500.0,0,0,0,1,0,0,Medium Rating, NY,1,57
4.3,Bakery Agency,"Austin, TX","Austin, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Other,61000,106000,83500.0,1,0,0,1,0,1,High Rating, TX,1,13
2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 to 200 employees,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),data scientist,Entry Level,91000,149000,120000.0,1,0,0,0,1,1,Low Rating, WI,1,72
3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Other,127000,199000,163000.0,0,0,0,1,0,1,Medium Rating, CA,1,47
3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI","Providence, RI",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown,data analyst,Senior/Principal,74000,126000,100000.0,0,0,1,0,0,1,Medium Rating, RI,1,84
3.8,Boys Town,"Omaha, NE","Omaha, NE",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown,reasearch scientist,Other,33000,72000,52500.0,0,0,0,1,0,0,Medium Rating, NE,1,106
3.6,Tower Health,"West Reading, PA","Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,other scientist,Other,35360,49920,42640.0,0,0,0,0,0,0,Medium Rating, PA,0,6
3.3,The HSC Health Care System,"Washington, DC","Washington, DC",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,data analyst,Associate,37000,63000,50000.0,0,0,0,1,1,1,Medium Rating, DC,1,140
3.4,Pro-Sphere Tek,"Austin, TX","Alexandria, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data engineer,Other,67000,119000,93000.0,1,0,1,0,1,1,Medium Rating, TX,0,17
3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),data scientist,Other,72000,117000,94500.0,1,0,0,0,0,1,Medium Rating, OH,0,136
4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),data scientist,Senior/Principal,116000,185000,150500.0,1,1,0,0,0,1,High Rating, CA,0,41
3.7,Genworth,"Raleigh, NC","Richmond, VA",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Other,78000,126000,102000.0,1,1,1,1,1,1,Medium Rating, NC,0,19
4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Other,42000,82000,62000.0,0,0,0,0,0,0,High Rating, MA,1,10
4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,other analytics,Senior/Principal,59000,116000,87500.0,0,0,0,1,1,1,High Rating, MI,0,56
4.0,Pfizer,"Groton, CT","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Other,63000,105000,84000.0,0,0,1,1,0,0,High Rating, CT,0,174
4.0,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data scientist,Other,109000,177000,143000.0,1,0,1,0,0,0,High Rating, VA,0,11
3.2,"Numeric, LLC","Phila, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),data scientist,Senior/Principal,116000,194000,155000.0,1,1,1,1,0,0,Medium Rating, PA,0,-1
4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),data engineer,Other,48000,95000,71500.0,1,1,1,1,0,1,High Rating, FL,1,17
3.9,Trace Data,"Oakland, CA","Santa Ana, CA",51 to 200 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),data scientist,Other,83000,133000,108000.0,1,1,0,0,0,1,Medium Rating, CA,0,23
3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,105000,198000,151500.0,0,0,0,1,0,0,Medium Rating, CA,0,242
3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),data analyst,Other,31000,72000,51500.0,0,0,0,1,0,0,Medium Rating, CA,1,17
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,98000,182000,140000.0,0,0,0,1,0,0,Medium Rating, MA,0,242
2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown,data analyst,Senior/Principal,55000,100000,77500.0,1,0,0,1,1,1,Low Rating, NJ,1,9
4.2,Clearwater Analytics,"Boise, ID","Boise, ID",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),data analyst,Other,45000,82000,63500.0,0,0,0,1,0,1,High Rating, ID,1,19
4.0,"Tekvalley, Corp.","San Francisco, CA","Pleasanton, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),data scientist,Other,83000,135000,109000.0,1,0,0,0,1,1,High Rating, CA,0,-1
3.5,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),data scientist,Other,70000,122000,96000.0,1,0,0,0,0,0,Medium Rating, TN,0,173
0.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),data scientist,Senior/Principal,200000,250000,225000.0,1,0,1,1,1,0,No Rating, CA,0,6
3.2,PennyMac,"Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),data engineer,Other,70000,132000,101000.0,1,0,1,1,1,1,Medium Rating, CA,0,15
3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),data scientist,Senior/Principal,73000,124000,98500.0,0,0,0,1,0,1,Medium Rating, NJ,0,41
3.9,Vermeer,"Pella, IA","Pella, IA",1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),data engineer,Entry Level,54000,101000,77500.0,0,0,0,1,0,1,Medium Rating, IA,1,75
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,117000,206000,161500.0,0,0,0,0,0,0,Medium Rating, MA,0,242
3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,43680,70720,57200.0,0,0,0,0,0,0,Medium Rating, DE,1,88
3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),data scientist,Senior/Principal,111000,183000,147000.0,1,1,1,0,0,1,Medium Rating, NY,0,75
3.5,L&T Infotech,"San Ramon, CA","Mumbai, India",10000+ employees,Company - Public,IT Services,Information Technology,Unknown,data scientist,Other,68000,112000,90000.0,1,0,0,1,1,1,Medium Rating, CA,0,26
4.3,OceanFirst Financial,"Red Bank, NJ","Toms River, NJ",501 to 1000 employees,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),data analyst,Other,42000,74000,58000.0,0,0,1,0,0,1,High Rating, NJ,0,121
4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),data analyst,Other,44000,78000,61000.0,0,0,0,1,0,1,High Rating, MO,1,62
2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Other,81000,159000,120000.0,1,0,0,0,0,0,Low Rating, PA,1,39
3.6,Sotheby's,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),data scientist,Other,95000,161000,128000.0,1,0,0,0,0,0,Medium Rating, NY,1,279
3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),data scientist,Other,75000,124000,99500.0,1,1,1,1,1,1,Medium Rating, OR,0,71
3.6,Amrock,"Detroit, MI","Detroit, MI",1001 to 5000 employees,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),data scientist,Other,72000,120000,96000.0,1,0,0,0,0,1,Medium Rating, MI,1,26
2.3,Vanda Pharmaceuticals,"Washington, DC","Washington, DC",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),data scientist,Other,76000,126000,101000.0,1,0,0,1,1,1,Low Rating, DC,1,20
3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,114000,182000,148000.0,1,0,0,0,0,0,Medium Rating, CA,1,14
4.0,Novetta,"Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data scientist,Senior/Principal,108000,176000,142000.0,1,0,1,0,0,1,High Rating, VA,0,11
4.1,CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,Company - Private,K-12 Education,Education,Unknown,data scientist,Senior/Principal,130000,208000,169000.0,0,0,1,1,1,1,High Rating, CA,1,16
3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),data scientist,Executive/Director,83000,166000,124500.0,1,0,0,1,0,1,Medium Rating, AZ,0,15
4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),data analyst,Other,42000,76000,59000.0,1,0,0,1,0,0,High Rating, AL,0,27
4.2,Opinion Dynamics,"San Diego, CA","Waltham, MA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),other analytics,Other,37000,68000,52500.0,1,0,0,0,0,1,High Rating, CA,0,36
4.6,Applied Information Sciences,"Houston, TX","Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),data engineer,Other,52000,99000,75500.0,0,1,0,0,1,1,High Rating, TX,0,41
3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),data scientist,Senior/Principal,105000,173000,139000.0,1,0,0,1,0,1,Medium Rating, NY,0,160
3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Entry Level,71000,134000,102500.0,1,1,1,1,1,1,Medium Rating, MA,0,242
4.4,WK Dickson,"Columbia, SC","Charlotte, NC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),other scientist,Associate,39000,82000,60500.0,0,0,0,0,0,0,High Rating, SC,0,94
3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Senior/Principal,114000,179000,146500.0,1,0,0,1,0,1,Medium Rating, MA,1,171
3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Associate,88000,162000,125000.0,0,0,0,1,0,0,Medium Rating, CA,1,47
3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data analyst,Senior/Principal,60000,102000,81000.0,1,0,0,0,1,1,Medium Rating, MA,1,172
3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,machine learning engineer,Senior/Principal,100000,166000,133000.0,1,0,1,0,0,1,Medium Rating, IL,1,8
3.4,General Dynamics Information Technology,"Washington, DC","Fairfax, VA",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),data analyst,Other,55000,99000,77000.0,0,0,0,1,1,1,Medium Rating, DC,0,27
4.1,ManTech,"Herndon, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),data engineer,Other,67000,117000,92000.0,0,0,0,0,0,1,High Rating, VA,1,55
3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,92000,150000,121000.0,0,0,0,0,0,0,Medium Rating, MA,0,27
4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),data engineer,Senior/Principal,116000,209000,162500.0,1,1,0,1,0,1,High Rating, CA,0,41
3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),business intelligence,Other,38000,82000,60000.0,0,0,0,0,0,0,Medium Rating, TX,1,76
0.0,Muso,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Nonprofit Organization,Unknown,Unknown,Unknown,other,Senior/Principal,85000,90000,87500.0,1,0,0,1,1,1,No Rating, CA,1,-1
4.4,SpringML,"Indianapolis, IN","Pleasanton, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Other,62000,119000,90500.0,1,1,0,0,0,0,High Rating, IN,0,8
3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Other,86000,143000,114500.0,1,0,0,0,0,0,Medium Rating, MA,0,27
3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),data scientist,Other,93000,149000,121000.0,1,1,0,1,0,1,Medium Rating, CA,1,27
2.2,The Integer Group,"Dallas, TX","Denver, CO",501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),data scientist,Senior/Principal,84000,136000,110000.0,0,0,0,0,1,0,Low Rating, TX,0,30
2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Other,60000,123000,91500.0,0,0,0,1,0,0,Low Rating, MA,1,-1
4.1,ManTech,"Portsmouth, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),data analyst,Other,52000,89000,70500.0,0,0,0,0,0,0,High Rating, VA,0,55
3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Other,48000,93000,70500.0,0,0,0,1,0,1,Medium Rating, LA,0,-1
3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Other,56000,97000,76500.0,1,0,0,0,0,0,Medium Rating, WA,1,58
3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data engineer,Other,65000,119000,92000.0,1,1,0,1,0,0,Medium Rating, MA,1,172
4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),data scientist,Senior/Principal,108000,173000,140500.0,1,0,1,0,0,0,High Rating, UT,1,10
3.5,Esri,"Arlington, VA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,63000,101000,82000.0,1,0,0,0,0,1,Medium Rating, VA,0,54
3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,54000,115000,84500.0,0,0,0,0,0,0,Medium Rating, NY,1,9
4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Senior/Principal,90000,179000,134500.0,0,0,0,0,0,0,High Rating, MA,1,10
3.3,Samba TV,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Other,127000,202000,164500.0,0,0,0,0,0,0,Medium Rating, CA,1,15
3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),data analyst,Other,31000,57000,44000.0,0,0,0,0,0,0,Medium Rating, FL,1,32
4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),software engineer,Other,60000,127000,93500.0,0,0,0,1,0,0,High Rating, MD,1,21
4.4,SpringML,"Herndon, VA","Pleasanton, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Other,75000,143000,109000.0,1,1,0,0,0,0,High Rating, VA,0,8
3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Associate,105000,194000,149500.0,0,1,1,0,0,0,Medium Rating, TX,0,13
3.5,EAB,"Washington, DC","Washington, DC",1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Associate,45000,86000,65500.0,0,1,1,1,0,1,Medium Rating, DC,1,16
3.5,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown,data scientist,Senior/Principal,95000,154000,124500.0,1,1,0,1,0,0,Medium Rating, NC,1,6
2.9,Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data engineer,Associate,80000,148000,114000.0,1,1,0,0,1,1,Low Rating, CA,0,25
3.9,Citadel Federal Credit Union,"Exton, PA","Exton, PA",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,data analyst,Other,36000,62000,49000.0,1,0,0,0,1,1,Medium Rating, PA,1,86
3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,54000,115000,84500.0,0,0,0,0,0,0,Medium Rating, NY,1,9
3.7,CALIBRE Systems,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),data analyst,Other,50000,92000,71000.0,0,0,0,1,1,1,Medium Rating, VA,1,34
3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Executive/Director,67000,135000,101000.0,0,0,0,0,0,0,Medium Rating, MA,0,172
3.5,Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,82000,132000,107000.0,1,1,1,0,1,0,Medium Rating, CA,1,54
4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,data scientist,Other,85000,140000,112500.0,1,0,0,1,0,0,High Rating, MA,1,49
3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),machine learning engineer,Associate,138000,224000,181000.0,1,1,0,0,0,1,Medium Rating, CA,1,16
3.7,Motorola Solutions,"Chicago, IL","Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),data analyst,Other,42000,80000,61000.0,1,1,0,0,0,1,Medium Rating, IL,1,95
4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),data engineer,Senior/Principal,190000,220000,205000.0,1,1,1,0,0,1,High Rating, CA,1,13
3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Other,68000,139000,103500.0,0,0,0,0,0,0,Medium Rating, KY,0,148
3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other analytics,Senior/Principal,34000,92000,63000.0,0,0,0,1,0,0,Medium Rating, MA,1,172
3.0,Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),other analytics,Other,54000,71000,62500.0,0,0,0,1,0,0,Medium Rating, CT,0,42
3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Other,65000,124000,94500.0,1,1,1,1,0,1,Medium Rating, CA,1,10
3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),data analyst,Other,35000,62000,48500.0,0,0,0,1,1,1,Medium Rating, CA,1,37
3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,109000,200000,154500.0,1,0,0,1,0,0,Medium Rating, MA,1,13
4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),other scientist,Other,37440,52000,44720.0,0,0,1,0,0,0,High Rating, TX,0,46
3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),machine learning engineer,Other,61000,113000,87000.0,1,0,0,1,0,1,Medium Rating, KS,0,50
2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),other scientist,Other,39000,66000,52500.0,0,0,0,0,0,0,Low Rating, IL,0,-1
3.2,Guidepoint,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Other,43000,86000,64500.0,1,0,1,1,0,1,Medium Rating, NY,1,20
2.1,Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Other,74000,149000,111500.0,0,0,0,1,0,0,Low Rating, CA,1,-1
3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Executive/Director,113000,196000,154500.0,0,1,1,1,0,1,Medium Rating, MA,0,242
